customer_key,customer_name,industry,vertical,address,city,county,postcode
545,Jones Walker PLC,Media & Entertainment,Enterprise,69 Mill Lane,Newcastle,Tyne and Wear,NE92 4RA
546,Johnson Smith Holdings,Financial Services,SMB,88 Queens Road,Bristol,Avon,BS40 8SM
547,Harris Davies Group,Healthcare,SMB,69 Commerce Way,Manchester,Greater Manchester,M51 8CU
548,Wright Hughes Services,Hospitality,SMB,32 Commerce Way,London,Greater London,EC92 8HN
549,Williams Wright Holdings,Manufacturing,SMB,134 Business Park,Leeds,West Yorkshire,LS27 5SN
550,Roberts Williams LLP,Construction,Enterprise,134 Station Road,Southampton,Hampshire,SO33 5SX
551,Patel Brown and Co,Hospitality,Enterprise,29 Church Road,Bristol,Avon,BS82 1PL
552,Edwards Harrison PLC,Retail,Enterprise,63 High Street,Belfast,Northern Ireland,BT6 8VZ
553,Patel Davies Solutions,Retail,SMB,128 Station Road,Edinburgh,Scotland,EH88 1WL
554,Clarke Johnson LLP,Healthcare,Enterprise,28 Mill Lane,Southampton,Hampshire,SO63 9HL
555,Cooper Wright Ltd,Transport & Logistics,Enterprise,92 Innovation Drive,Belfast,Northern Ireland,BT18 8JB
556,Queen Elizabeth Hospital NHS Trust,NHS Trust,Public Sector,139 Innovation Drive,Newcastle,Tyne and Wear,NE63 3GV
557,Clarke Lewis LLP,Media & Entertainment,Enterprise,71 Enterprise Road,Cambridge,Cambridgeshire,CB77 2UF
558,Johnson Cooper Partners,Recruitment,SMB,139 Victoria Road,Sheffield,South Yorkshire,S59 9AX
559,Walker Communications Group,IT Reseller,Partner,199 The Green,Cardiff,Wales,CF31 9LC
560,Wright Tech Group,IT Reseller,Partner,197 Market Street,Oxford,Oxfordshire,OX20 6WK
561,Nottingham Council,Local Government,Public Sector,134 Business Park,Leeds,West Yorkshire,LS9 3BE
562,Wright Wilson Holdings,Healthcare,SMB,26 High Street,Bristol,Avon,BS74 8XN
563,Harrison Hughes Ltd,Recruitment,SMB,57 The Green,Cardiff,Wales,CF92 4CA
564,Davies Hill and Co,Real Estate,Enterprise,93 Market Street,Manchester,Greater Manchester,M96 1PM
565,Clark Williams LLP,Professional Services,SMB,78 Station Road,Birmingham,West Midlands,B28 2TD
566,Lee Jackson Solutions,Technology,Enterprise,135 Business Park,Bristol,Avon,BS32 3VX
567,Leeds City Council,Local Government,Public Sector,180 Business Park,Cambridge,Cambridgeshire,CB55 3DF
568,Moore IT Solutions Group,MSP,Partner,137 The Green,Edinburgh,Scotland,EH57 9ML
569,Patel Turner and Co,Construction,Enterprise,186 Victoria Road,Reading,Berkshire,RG78 9HV
570,Jackson King LLP,Technology,SMB,93 Kings Road,Sheffield,South Yorkshire,S58 1NA
571,Morgan Jones UK,Professional Services,Enterprise,78 High Street,Glasgow,Scotland,G39 6HG
572,Edwards King UK,Legal Services,Enterprise,147 Technology Park,Southampton,Hampshire,SO74 1ED
573,Clarke Johnson Group,Charity,SMB,94 Technology Park,Sheffield,South Yorkshire,S75 5HH
574,Davies Baker Services,Construction,SMB,56 Innovation Drive,Milton Keynes,Buckinghamshire,MK10 3LS
575,Baker Wilson International,Real Estate,Enterprise,10 Innovation Drive,Newcastle,Tyne and Wear,NE74 1NC
576,Clarke Martin Services,Transport & Logistics,SMB,198 Church Road,Leeds,West Yorkshire,LS96 1XW
577,Brown IT Solutions Group,IT Reseller,Partner,82 Market Street,Manchester,Greater Manchester,M73 9EL
578,Johnson Brown and Co,Technology,Enterprise,115 Commerce Way,Belfast,Northern Ireland,BT77 2VT
579,Martin Green Services,Technology,Enterprise,34 Victoria Road,Glasgow,Scotland,G11 1SV
580,Hughes Communications Partners,MSP,Partner,112 Commerce Way,Brighton,East Sussex,BN90 8EE
581,Morris Wood and Co,Hospitality,Enterprise,51 Market Street,Milton Keynes,Buckinghamshire,MK79 4TH
582,Edwards Martin Associates,Healthcare,Public Sector,23 Station Road,Milton Keynes,Buckinghamshire,MK86 6PP
583,Wright Lewis Associates,Transport & Logistics,Enterprise,168 High Street,Coventry,West Midlands,CV99 6KF
584,Queen Elizabeth Hospital NHS Trust,NHS Trust,Public Sector,113 High Street,Glasgow,Scotland,G30 6GY
585,Davies Evans LLP,Retail,SMB,63 The Green,Manchester,Greater Manchester,M19 6KA
586,College of Cambridge,Education,Public Sector,6 Victoria Road,Oxford,Oxfordshire,OX27 4UG
587,Clark Hughes UK,Media & Entertainment,Enterprise,160 Innovation Drive,Oxford,Oxfordshire,OX19 1ZZ
588,Harrison Connect Group,IT Reseller,Partner,66 Mill Lane,Manchester,Greater Manchester,M8 5KG
589,Hill Smith PLC,Healthcare,Enterprise,170 Park Lane,Belfast,Northern Ireland,BT85 2YM
590,Green Jackson Solutions,Legal Services,Enterprise,131 Innovation Drive,Belfast,Northern Ireland,BT13 9LS
591,Walker Wright UK,Financial Services,SMB,144 Technology Park,Cambridge,Cambridgeshire,CB92 4AB
592,Hall Harris Holdings,Recruitment,SMB,191 Mill Lane,Belfast,Northern Ireland,BT3 6MY
593,Hall White UK,Transport & Logistics,Enterprise,16 Business Park,Sheffield,South Yorkshire,S33 9NA
594,Thompson Johnson Associates,Professional Services,SMB,169 Mill Lane,Belfast,Northern Ireland,BT12 4NT
595,Liverpool Borough Council,Local Government,Public Sector,80 Technology Park,Reading,Berkshire,RG78 9LR
596,University of Glasgow,Education,Enterprise,139 Business Park,Milton Keynes,Buckinghamshire,MK26 9EK
597,College of Glasgow,Education,Enterprise,41 Victoria Road,Milton Keynes,Buckinghamshire,MK9 2UU
598,Lewis Johnson LLP,Hospitality,SMB,196 Victoria Road,London,Greater London,EC53 8PK
599,Johnson Wright PLC,Professional Services,SMB,48 High Street,Glasgow,Scotland,G98 5WW
600,Morgan Thompson Solutions,Technology,Enterprise,92 Station Road,London,Greater London,EC89 9SE
601,Patel Walker Services,Real Estate,SMB,122 Mill Lane,Oxford,Oxfordshire,OX21 1GH
602,London City Council,Local Government,Public Sector,57 Innovation Drive,Reading,Berkshire,RG86 2GG
603,Cooper Morris LLP,Hospitality,SMB,118 Technology Park,Nottingham,Nottinghamshire,NG32 1PN
604,Lewis Networks Group,IT Reseller,Partner,153 Market Street,Milton Keynes,Buckinghamshire,MK68 1XZ
605,Wilson Cooper Holdings,Recruitment,SMB,63 Market Street,Manchester,Greater Manchester,M69 9NB
606,Clark Connect Ltd,IT Reseller,Partner,75 Kings Road,Bristol,Avon,BS51 8KK
607,Martin Green International,Retail,Enterprise,177 Market Street,Manchester,Greater Manchester,M19 8RX
608,Moore Evans Group,Financial Services,SMB,179 Market Street,Milton Keynes,Buckinghamshire,MK18 6NP
609,Royal Hospital NHS Trust,NHS Trust,Public Sector,117 The Green,Edinburgh,Scotland,EH92 2GR
610,Lewis Roberts LLP,Manufacturing,Enterprise,24 Station Road,Leeds,West Yorkshire,LS91 6RX
611,Clark Jackson LLP,Financial Services,SMB,157 Mill Lane,Brighton,East Sussex,BN49 1UN
612,Harris Baker and Co,Retail,Enterprise,42 Enterprise Road,Glasgow,Scotland,G19 1FZ
613,Newcastle City Council,Local Government,Public Sector,74 Business Park,Cambridge,Cambridgeshire,CB24 4DE
614,Hughes Smith Holdings,Legal Services,SMB,128 Market Street,Oxford,Oxfordshire,OX1 4WS
615,Harrison Ward Holdings,Technology,SMB,114 Station Road,Reading,Berkshire,RG77 4WA
616,King Robinson Ltd,Professional Services,SMB,38 High Street,Edinburgh,Scotland,EH84 3MB
617,Baker Morgan Partners,Healthcare,SMB,23 High Street,Nottingham,Nottinghamshire,NG14 3PF
618,Morgan Baker UK,Professional Services,Enterprise,117 Innovation Drive,Edinburgh,Scotland,EH75 2MB
619,Lewis Patel Services,Construction,SMB,195 Queens Road,Birmingham,West Midlands,B71 8CK
620,University of Sheffield,Education,Enterprise,135 Queens Road,Nottingham,Nottinghamshire,NG68 4GZ
621,Wilson Baker LLP,Healthcare,Enterprise,23 Kings Road,Brighton,East Sussex,BN93 5ZW
622,Morgan Lewis Partners,Central Government,Public Sector,148 The Green,Brighton,East Sussex,BN46 8EW
623,Morris Morris Group,Recruitment,SMB,60 Innovation Drive,Coventry,West Midlands,CV38 2GA
624,Hill Evans LLP,Legal Services,Enterprise,158 Queens Road,Bristol,Avon,BS53 6BL
625,Smith Wright LLP,Technology,SMB,66 Commerce Way,Newcastle,Tyne and Wear,NE9 9KK
626,Smith Evans and Co,Construction,Enterprise,88 Queens Road,Nottingham,Nottinghamshire,NG93 1VW
627,Wright Harris Associates,Hospitality,SMB,122 Commerce Way,Oxford,Oxfordshire,OX5 8XE
628,Hill Lee Associates,Retail,SMB,106 Technology Park,Cambridge,Cambridgeshire,CB96 5BT
629,King Lee Ltd,Construction,Enterprise,148 Business Park,Bristol,Avon,BS43 3MC
630,Jones Harris Services,Professional Services,SMB,43 The Green,Southampton,Hampshire,SO78 2NF
631,Lewis Williams Partners,Construction,SMB,23 Kings Road,Reading,Berkshire,RG31 5MR
632,Clark Hall Group,Technology,SMB,96 Commerce Way,Leeds,West Yorkshire,LS5 8GC
633,Jones Ward UK,Insurance,Enterprise,49 Victoria Road,Glasgow,Scotland,G62 6TK
634,Wilson Clark and Co,Retail,SMB,53 Innovation Drive,Glasgow,Scotland,G5 9RN
635,University of Newcastle,Education,Public Sector,176 Enterprise Road,Manchester,Greater Manchester,M77 8CL
636,Wilson Clark and Co,Healthcare,SMB,6 The Green,Newcastle,Tyne and Wear,NE98 4KX
637,Wright Wright Partners,Construction,Enterprise,137 Victoria Road,Sheffield,South Yorkshire,S99 2RY
638,Johnson Roberts Partners,Professional Services,SMB,4 The Green,Leeds,West Yorkshire,LS72 4TD
639,Clarke King Associates,Media & Entertainment,Enterprise,37 Innovation Drive,Sheffield,South Yorkshire,S37 3VH
640,Hall Harris UK,Healthcare,Public Sector,13 Mill Lane,Cambridge,Cambridgeshire,CB4 1SY
641,Jackson Brown PLC,Financial Services,Enterprise,101 Mill Lane,Reading,Berkshire,RG91 8WV
642,Hall Harris Solutions,Transport & Logistics,Enterprise,21 Technology Park,Southampton,Hampshire,SO97 3RV
643,Hill Wilson Holdings,Financial Services,SMB,176 Business Park,Newcastle,Tyne and Wear,NE91 4RS
644,Johnson Hughes Associates,Technology,Enterprise,47 Innovation Drive,Belfast,Northern Ireland,BT86 8LL
645,Jones Taylor Holdings,Real Estate,Enterprise,90 Kings Road,Leeds,West Yorkshire,LS60 6FK
646,Academy of Leeds,Education,Enterprise,183 Commerce Way,Belfast,Northern Ireland,BT14 2LU
647,Lee Hill Services,Construction,SMB,106 Church Road,Milton Keynes,Buckinghamshire,MK80 3HU
648,Jackson Taylor Associates,Real Estate,SMB,178 The Green,Bristol,Avon,BS56 6PV
649,White Walker and Co,Media & Entertainment,Enterprise,190 Technology Park,Birmingham,West Midlands,B92 2VS
650,Lewis King PLC,Charity,SMB,46 Park Lane,Cambridge,Cambridgeshire,CB52 2CW
651,Lewis Networks Group,IT Reseller,Partner,24 Church Road,Manchester,Greater Manchester,M18 1VX
652,Johnson Cooper UK,Retail,SMB,100 The Green,Newcastle,Tyne and Wear,NE74 4RG
653,Hall Baker and Co,Construction,Enterprise,112 Innovation Drive,Newcastle,Tyne and Wear,NE45 1CV
654,Wood Thomas Partners,Insurance,Enterprise,95 Technology Park,Manchester,Greater Manchester,M71 9BA
655,Evans Green Ltd,Transport & Logistics,Enterprise,111 Innovation Drive,Liverpool,Merseyside,L76 6NX
656,Wood Networks Partners,IT Reseller,Partner,55 Business Park,Southampton,Hampshire,SO23 4SE
657,Patel Networks Ltd,IT Reseller,Partner,172 Mill Lane,Newcastle,Tyne and Wear,NE18 1AC
658,Morris Martin Group,Retail,SMB,36 Business Park,Birmingham,West Midlands,B54 7RZ
659,Hill Moore Services,Hospitality,SMB,116 Queens Road,Southampton,Hampshire,SO46 7HF
660,Baker Morris LLP,Legal Services,SMB,183 Market Street,Liverpool,Merseyside,L35 6PU
661,Williams Baker Holdings,Healthcare,SMB,29 The Green,Cardiff,Wales,CF62 3ZC
662,Edwards Hill UK,Recruitment,SMB,134 Technology Park,Birmingham,West Midlands,B79 8CH
663,Lee Harrison Partners,Healthcare,Public Sector,14 Technology Park,Coventry,West Midlands,CV44 8UA
664,Moore Ward International,Charity,SMB,108 Victoria Road,Nottingham,Nottinghamshire,NG38 1KF
665,Baker Hughes Ltd,Construction,SMB,149 Mill Lane,Oxford,Oxfordshire,OX74 5BY
666,Green Morris PLC,Legal Services,Enterprise,130 Station Road,Glasgow,Scotland,G36 5JE
667,Hughes Smith LLP,Professional Services,SMB,155 Mill Lane,Leeds,West Yorkshire,LS76 8EY
668,Walker IT Solutions Group,Telecommunications,Partner,125 Mill Lane,Liverpool,Merseyside,L68 2BL
669,Morgan Johnson Holdings,Retail,SMB,198 Queens Road,Reading,Berkshire,RG31 3YR
670,Baker Clarke Ltd,Technology,SMB,194 Enterprise Road,Sheffield,South Yorkshire,S15 8BF
671,Ward IT Solutions Partners,MSP,Partner,60 Queens Road,Southampton,Hampshire,SO88 8ZN
672,Johnson Clark Services,Manufacturing,Enterprise,74 Technology Park,London,Greater London,EC58 6NY
673,Williams Wilson UK,Recruitment,SMB,111 The Green,Cardiff,Wales,CF84 5JL
674,Wilson Hughes and Co,Professional Services,SMB,101 Kings Road,Milton Keynes,Buckinghamshire,MK99 4YH
675,Harris Walker Associates,Recruitment,SMB,3 Business Park,Southampton,Hampshire,SO2 7CA
676,Clark Wilson and Co,Financial Services,Enterprise,90 Church Road,Cambridge,Cambridgeshire,CB93 4KJ
677,Jones Davies Ltd,Healthcare,SMB,169 Technology Park,Coventry,West Midlands,CV28 2WX
678,University of Coventry,Education,Public Sector,97 Business Park,Glasgow,Scotland,G98 3XV
679,Academy of Edinburgh,Education,Public Sector,76 Kings Road,Sheffield,South Yorkshire,S85 8CX
680,Martin Lewis Partners,Professional Services,SMB,200 Station Road,Edinburgh,Scotland,EH36 7BN
681,Brown Hughes Partners,Transport & Logistics,SMB,113 Station Road,Edinburgh,Scotland,EH63 7GW
682,Morris Wilson Group,Hospitality,SMB,197 Queens Road,Southampton,Hampshire,SO28 2WX
683,Kings Hospital NHS Trust,NHS Trust,Public Sector,27 High Street,Sheffield,South Yorkshire,S10 5CV
684,Royal Hospital NHS Trust,NHS Trust,Public Sector,39 Business Park,Oxford,Oxfordshire,OX82 7AB
685,Johnson Harris Services,Professional Services,SMB,1 Market Street,Milton Keynes,Buckinghamshire,MK91 7SS
686,Taylor Tech Ltd,MSP,Partner,99 Innovation Drive,London,Greater London,EC62 9DV
687,Harris Hall Services,Transport & Logistics,Enterprise,162 Business Park,Manchester,Greater Manchester,M12 6MU
688,Hill Green and Co,Financial Services,SMB,46 Market Street,Bristol,Avon,BS6 4NY
689,Jackson Wilson and Co,Construction,SMB,125 Station Road,Cardiff,Wales,CF81 3RG
690,Wright Jones LLP,Healthcare,SMB,62 Kings Road,Milton Keynes,Buckinghamshire,MK50 5CU
691,Lee Cooper Ltd,Real Estate,Enterprise,87 High Street,Manchester,Greater Manchester,M44 2BN
692,Clark Hill and Co,Technology,SMB,39 Innovation Drive,Southampton,Hampshire,SO75 1HC
693,Morris Jones Holdings,Retail,SMB,12 Church Road,Coventry,West Midlands,CV90 1XE
694,Brown Hall PLC,Hospitality,SMB,157 Mill Lane,Cambridge,Cambridgeshire,CB76 2CD
695,Morgan Thompson PLC,Real Estate,Enterprise,110 Victoria Road,Bristol,Avon,BS95 6YN
696,Academy of Milton Keynes,Education,Public Sector,36 Victoria Road,Southampton,Hampshire,SO28 3BV
697,Taylor Evans Partners,Transport & Logistics,SMB,194 Queens Road,Glasgow,Scotland,G22 9ZM
698,Cooper White International,Retail,Enterprise,35 Station Road,Manchester,Greater Manchester,M81 3WN
699,Morris Davies Ltd,Legal Services,Enterprise,46 Technology Park,London,Greater London,EC12 5ZX
700,Oxford Borough Council,Local Government,Public Sector,37 Business Park,Bristol,Avon,BS35 7TR
701,Walker Williams International,Manufacturing,SMB,184 Kings Road,Edinburgh,Scotland,EH79 5CX
702,Turner Smith UK,Transport & Logistics,Enterprise,50 Station Road,Liverpool,Merseyside,L68 6DW
703,Moore Thompson Holdings,Media & Entertainment,Enterprise,71 High Street,Bristol,Avon,BS25 8DE
704,Walker Roberts and Co,Real Estate,Enterprise,14 Business Park,Manchester,Greater Manchester,M47 7KG
705,Harris Hill Ltd,Manufacturing,Enterprise,190 High Street,Leeds,West Yorkshire,LS69 1FF
706,Moore Evans PLC,Real Estate,Enterprise,185 Kings Road,Liverpool,Merseyside,L76 7VL
707,Lewis Thompson PLC,Hospitality,Enterprise,59 Station Road,Nottingham,Nottinghamshire,NG31 7PG
708,Taylor Ward International,Technology,Enterprise,14 Technology Park,Oxford,Oxfordshire,OX56 8EG
709,Jackson Patel Group,Hospitality,SMB,185 Church Road,Cambridge,Cambridgeshire,CB81 4MJ
710,Thomas Williams LLP,Transport & Logistics,SMB,16 Park Lane,Milton Keynes,Buckinghamshire,MK18 8DR
711,Edinburgh City Council,Local Government,Public Sector,76 The Green,Liverpool,Merseyside,L21 3XW
712,Davies Turner UK,Technology,Enterprise,56 The Green,Oxford,Oxfordshire,OX61 1RJ
713,White White Associates,Central Government,Public Sector,149 Church Road,Reading,Berkshire,RG76 1EV
714,Manchester Council,Local Government,Public Sector,188 Commerce Way,Oxford,Oxfordshire,OX65 9BP
715,Ward Connect Ltd,MSP,Partner,127 Church Road,Cambridge,Cambridgeshire,CB11 7UA
716,Thomas Clarke Partners,Technology,SMB,166 Station Road,Liverpool,Merseyside,L3 5SY
717,Hill Baker LLP,Retail,Enterprise,7 Kings Road,Milton Keynes,Buckinghamshire,MK60 7EZ
718,Patel Hill LLP,Hospitality,SMB,161 Station Road,London,Greater London,EC50 9ZL
719,Green Martin Partners,Healthcare,SMB,139 The Green,Coventry,West Midlands,CV27 6YC
720,Moore Patel Ltd,Healthcare,Enterprise,99 Victoria Road,Leeds,West Yorkshire,LS60 6WB
721,Walker Connect Group,Telecommunications,Partner,144 Innovation Drive,Birmingham,West Midlands,B27 4EL
722,Evans Ward LLP,Media & Entertainment,Enterprise,180 Church Road,Milton Keynes,Buckinghamshire,MK97 6HL
723,Moore Martin Partners,Professional Services,SMB,17 Victoria Road,Manchester,Greater Manchester,M45 9RS
724,Evans Ward LLP,Recruitment,SMB,174 Enterprise Road,Southampton,Hampshire,SO69 6KR
725,Wright Hill PLC,Healthcare,Public Sector,101 Technology Park,Birmingham,West Midlands,B23 2KC
726,Edwards Evans LLP,Retail,Enterprise,128 Mill Lane,Glasgow,Scotland,G27 1TX
727,Turner Lee Group,Professional Services,Enterprise,89 Queens Road,Oxford,Oxfordshire,OX57 5XA
728,Taylor Jones Solutions,Hospitality,Enterprise,166 Victoria Road,Brighton,East Sussex,BN53 6VL
729,Harrison Clark UK,Real Estate,Enterprise,118 Park Lane,Cambridge,Cambridgeshire,CB73 3EK
730,Thompson Ward Associates,Manufacturing,Enterprise,198 Enterprise Road,Newcastle,Tyne and Wear,NE7 5EM
731,Roberts Roberts LLP,Charity,SMB,74 Mill Lane,Southampton,Hampshire,SO23 3ZZ
732,White Evans Ltd,Retail,Enterprise,148 Mill Lane,Nottingham,Nottinghamshire,NG57 3JM
733,King Williams and Co,Technology,SMB,89 Mill Lane,Nottingham,Nottinghamshire,NG48 3RU
734,Hall Evans Ltd,Media & Entertainment,Enterprise,128 Commerce Way,Belfast,Northern Ireland,BT19 3RL
735,Lee Moore Associates,Legal Services,SMB,122 Technology Park,Newcastle,Tyne and Wear,NE38 3VY
736,County Hospital NHS Trust,NHS Trust,Public Sector,188 Kings Road,Leeds,West Yorkshire,LS6 9EY
737,College of London,Education,Public Sector,159 Enterprise Road,Belfast,Northern Ireland,BT29 2RM
738,Brown Morgan and Co,Construction,Enterprise,150 Market Street,Bristol,Avon,BS29 1JG
739,Lee Cooper and Co,Financial Services,SMB,132 Queens Road,Birmingham,West Midlands,B25 9SL
740,Patel Wood Group,Healthcare,Enterprise,95 Queens Road,Reading,Berkshire,RG48 6AK
741,Hall Cooper UK,Transport & Logistics,Enterprise,56 Innovation Drive,Birmingham,West Midlands,B57 5PR
742,Martin Turner Group,Retail,Enterprise,154 Station Road,Milton Keynes,Buckinghamshire,MK19 8GK
743,Harris Taylor International,Recruitment,SMB,23 High Street,Belfast,Northern Ireland,BT53 7XJ
744,King Hill LLP,Hospitality,SMB,194 Technology Park,Milton Keynes,Buckinghamshire,MK18 7GF
745,King Morris Ltd,Professional Services,Enterprise,150 Park Lane,Newcastle,Tyne and Wear,NE64 4UR
746,Smith Johnson Partners,Legal Services,Enterprise,164 Enterprise Road,Newcastle,Tyne and Wear,NE82 5SD
747,Edinburgh County Council,Local Government,Public Sector,8 Station Road,Liverpool,Merseyside,L98 2JS
748,Harrison Networks Group,Telecommunications,Partner,67 Business Park,Reading,Berkshire,RG88 2SZ
749,Moore Connect Group,Telecommunications,Partner,67 Mill Lane,London,Greater London,EC75 6BE
750,Thomas Clarke Group,Charity,SMB,70 Victoria Road,Manchester,Greater Manchester,M54 1XM
751,Green Clark and Co,Professional Services,Enterprise,132 Church Road,Birmingham,West Midlands,B99 2XF
752,Lee Lewis Associates,Retail,Enterprise,70 Business Park,Newcastle,Tyne and Wear,NE90 2ZM
753,Harrison Clarke Group,Media & Entertainment,Enterprise,36 Market Street,London,Greater London,EC37 7MS
754,Roberts Wilson Solutions,Transport & Logistics,SMB,129 Church Road,Glasgow,Scotland,G25 9UW
755,King Evans Services,Media & Entertainment,Enterprise,20 Station Road,Cambridge,Cambridgeshire,CB17 6AS
756,Patel Thomas Holdings,Construction,SMB,134 Commerce Way,Coventry,West Midlands,CV44 5FZ
757,Evans Thompson Group,Legal Services,Enterprise,177 Church Road,Glasgow,Scotland,G40 3EG
758,Martin Evans PLC,Financial Services,SMB,199 Kings Road,London,Greater London,EC97 4PB
759,Williams Moore International,Financial Services,Enterprise,121 Station Road,Manchester,Greater Manchester,M33 5BC
760,Wilson Evans International,Legal Services,SMB,151 Technology Park,Bristol,Avon,BS26 6FY
761,Davies Johnson LLP,Legal Services,Enterprise,149 Victoria Road,Sheffield,South Yorkshire,S46 4FT
762,Baker Taylor PLC,Insurance,Enterprise,196 High Street,Milton Keynes,Buckinghamshire,MK68 4GZ
763,Roberts Lee Ltd,Professional Services,Enterprise,55 Technology Park,Leeds,West Yorkshire,LS65 6ZS
764,Cooper Wilson Group,Hospitality,SMB,98 Queens Road,Cardiff,Wales,CF28 7TH
765,College of Leeds,Education,Public Sector,29 Market Street,Cambridge,Cambridgeshire,CB18 5SM
766,Davies Lewis Holdings,Healthcare,SMB,99 Park Lane,Leeds,West Yorkshire,LS59 8WK
767,King Turner Partners,Technology,Enterprise,49 Enterprise Road,Reading,Berkshire,RG9 6SY
768,Smith Morris and Co,Hospitality,SMB,102 Kings Road,Leeds,West Yorkshire,LS67 2YY
769,University of Belfast,Education,Public Sector,178 The Green,Belfast,Northern Ireland,BT14 6FC
770,Harris Wright International,Hospitality,Enterprise,32 Church Road,Belfast,Northern Ireland,BT55 5SJ
771,Clarke Networks Group,MSP,Partner,104 Kings Road,Coventry,West Midlands,CV66 8JE
772,Evans Hughes Holdings,Financial Services,Enterprise,60 Business Park,Oxford,Oxfordshire,OX18 1AD
773,Morris Jones Group,Healthcare,Public Sector,155 Business Park,Belfast,Northern Ireland,BT42 2EK
774,Clark Morris Holdings,Healthcare,Public Sector,76 Business Park,Bristol,Avon,BS64 5ST
775,Harris Lee UK,Media & Entertainment,Enterprise,196 High Street,London,Greater London,EC56 8DN
776,Jackson Cooper Holdings,Construction,Enterprise,9 Mill Lane,Manchester,Greater Manchester,M72 3YK
777,Martin Thomas Partners,Real Estate,Enterprise,125 Commerce Way,Belfast,Northern Ireland,BT15 8VY
778,Baker Ward Holdings,Media & Entertainment,Enterprise,41 Market Street,Southampton,Hampshire,SO8 8NJ
779,Clarke IT Solutions Partners,IT Reseller,Partner,8 The Green,Manchester,Greater Manchester,M6 6EM
780,Harris Jackson PLC,Legal Services,Enterprise,89 Victoria Road,Reading,Berkshire,RG53 4MB
781,White Hall International,Manufacturing,SMB,177 Station Road,Birmingham,West Midlands,B40 3DL
782,Lee Lewis Ltd,Legal Services,Enterprise,169 Enterprise Road,Cambridge,Cambridgeshire,CB55 7VT
783,Jones Ward International,Professional Services,SMB,82 Queens Road,London,Greater London,EC74 2NL
784,Wilson Robinson Associates,Real Estate,Enterprise,129 Commerce Way,Oxford,Oxfordshire,OX98 3YL
785,Patel Martin Solutions,Construction,SMB,163 Enterprise Road,Oxford,Oxfordshire,OX10 5UG
786,Brown Hall International,Manufacturing,Enterprise,58 The Green,Belfast,Northern Ireland,BT96 2CZ
787,Edwards Taylor International,Transport & Logistics,SMB,122 Queens Road,Brighton,East Sussex,BN27 5MC
788,Hall Martin and Co,Insurance,Enterprise,81 Church Road,Southampton,Hampshire,SO54 9NJ
789,King Walker Ltd,Charity,SMB,48 The Green,Brighton,East Sussex,BN64 8GY
790,Lee Martin International,Professional Services,SMB,134 Church Road,Manchester,Greater Manchester,M47 4RE
791,Hall Martin Services,Retail,SMB,17 Business Park,Nottingham,Nottinghamshire,NG27 5PJ
792,Hughes Morgan Solutions,Retail,Enterprise,62 Station Road,Belfast,Northern Ireland,BT20 4GA
793,Hill Morris UK,Construction,SMB,109 Business Park,Reading,Berkshire,RG5 5GF
794,University of Sheffield,Education,Enterprise,169 Market Street,Sheffield,South Yorkshire,S23 8XB
795,Brown Davies Associates,Legal Services,Enterprise,77 Enterprise Road,Coventry,West Midlands,CV9 2PM
796,Thomas Telecom Ltd,MSP,Partner,189 Market Street,Milton Keynes,Buckinghamshire,MK16 9TY
797,Morris Davies Solutions,Manufacturing,Enterprise,32 Commerce Way,Coventry,West Midlands,CV41 7LV
798,Martin Robinson Group,Manufacturing,SMB,45 Church Road,Leeds,West Yorkshire,LS36 5RP
799,Morris Lee Associates,Healthcare,Enterprise,82 Market Street,Leeds,West Yorkshire,LS55 4SY
800,Johnson Patel Holdings,Professional Services,SMB,79 High Street,Cardiff,Wales,CF83 1WB
801,Hughes King Services,Manufacturing,SMB,164 Innovation Drive,Newcastle,Tyne and Wear,NE47 9YD
802,Cooper Jackson Ltd,Manufacturing,SMB,66 Park Lane,Belfast,Northern Ireland,BT12 4HK
803,Cooper Lewis and Co,Retail,Enterprise,9 Park Lane,Reading,Berkshire,RG11 7SS
804,Martin Wilson Group,Transport & Logistics,SMB,130 Station Road,Sheffield,South Yorkshire,S46 9PW
805,Hill Jones Ltd,Construction,Enterprise,162 Kings Road,Edinburgh,Scotland,EH83 7EA
806,Hall Lewis International,Hospitality,Enterprise,29 Mill Lane,Birmingham,West Midlands,B32 3TZ
807,Nottingham County Council,Local Government,Public Sector,189 Mill Lane,Oxford,Oxfordshire,OX34 6FY
808,Wright Davies Services,Professional Services,Enterprise,47 Queens Road,Cardiff,Wales,CF49 1VH
809,King Thompson PLC,Legal Services,Enterprise,51 Park Lane,Cambridge,Cambridgeshire,CB90 7FB
810,Morgan Hughes Group,Central Government,Public Sector,95 Mill Lane,Birmingham,West Midlands,B73 9DA
811,Hill Morris PLC,Central Government,Public Sector,183 Church Road,Liverpool,Merseyside,L25 8JK
812,Thomas Networks Ltd,IT Reseller,Partner,56 Enterprise Road,Coventry,West Midlands,CV37 7YG
813,Turner Johnson Ltd,Hospitality,SMB,68 Church Road,Newcastle,Tyne and Wear,NE80 6RH
814,Davies Smith Holdings,Charity,SMB,83 Innovation Drive,Glasgow,Scotland,G51 7YG
815,Morgan Hughes PLC,Central Government,Public Sector,143 High Street,Leeds,West Yorkshire,LS7 8LH
816,Morgan Morgan LLP,Transport & Logistics,Enterprise,2 Park Lane,Manchester,Greater Manchester,M65 5WN
